LOCALITY	PLOT	YEAR	REP	BLK	ROW	COL	ID	F1_EARLINESS_1	F1_EARLINESS_2	F1_EARLINESS_3	F1_EARLINESS_4	F1_EARLINESS_5	F1_EARLINESS_L	F1_OVERALL_1	F1_OVERALL_2	F1_OVERALL_3	F1_OVERALL_4	F1_OVERALL_5	F1_OVERALL_L	F1_SPIKE_1	F1_SPIKE_2	F1_SPIKE_3	F1_SPIKE_4	F1_SPIKE_5	F1_SPIKE_L	F1_TILLER_1	F1_TILLER_2	F1_TILLER_3	F1_TILLER_4	F1_TILLER_5	F1_TILLER_L	F2_EARLINESS_1	F2_EARLINESS_2	F2_EARLINESS_3	F2_EARLINESS_4	F2_EARLINESS_5	F2_EARLINESS_L	F2_OVERALL_1	F2_OVERALL_2	F2_OVERALL_3	F2_OVERALL_4	F2_OVERALL_5	F2_OVERALL_L	F2_SPIKE_1	F2_SPIKE_2	F2_SPIKE_3	F2_SPIKE_4	F2_SPIKE_5	F2_SPIKE_L	F2_TILLER_1	F2_TILLER_2	F2_TILLER_3	F2_TILLER_4	F2_TILLER_5	F2_TILLER_L	F3_EARLINESS_1	F3_EARLINESS_2	F3_EARLINESS_3	F3_EARLINESS_4	F3_EARLINESS_5	F3_EARLINESS_L	F3_OVERALL_1	F3_OVERALL_2	F3_OVERALL_3	F3_OVERALL_4	F3_OVERALL_5	F3_OVERALL_L	F3_SPIKE_1	F3_SPIKE_2	F3_SPIKE_3	F3_SPIKE_4	F3_SPIKE_5	F3_SPIKE_L	F3_TILLER_1	F3_TILLER_2	F3_TILLER_3	F3_TILLER_4	F3_TILLER_5	F3_TILLER_L	M1_EARLINESS_1	M1_EARLINESS_2	M1_EARLINESS_3	M1_EARLINESS_4	M1_EARLINESS_5	M1_EARLINESS_L	M1_OVERALL_1	M1_OVERALL_2	M1_OVERALL_3	M1_OVERALL_4	M1_OVERALL_5	M1_OVERALL_L	M1_SPIKE_1	M1_SPIKE_2	M1_SPIKE_3	M1_SPIKE_4	M1_SPIKE_5	M1_SPIKE_L	M1_TILLER_1	M1_TILLER_2	M1_TILLER_3	M1_TILLER_4	M1_TILLER_5	M1_TILLER_L	M2_EARLINESS_1	M2_EARLINESS_2	M2_EARLINESS_3	M2_EARLINESS_4	M2_EARLINESS_5	M2_EARLINESS_L	M2_OVERALL_1	M2_OVERALL_2	M2_OVERALL_3	M2_OVERALL_4	M2_OVERALL_5	M2_OVERALL_L	M2_SPIKE_1	M2_SPIKE_2	M2_SPIKE_3	M2_SPIKE_4	M2_SPIKE_5	M2_SPIKE_L	M2_TILLER_1	M2_TILLER_2	M2_TILLER_3	M2_TILLER_4	M2_TILLER_5	M2_TILLER_L	M3_EARLINESS_1	M3_EARLINESS_2	M3_EARLINESS_3	M3_EARLINESS_4	M3_EARLINESS_5	M3_EARLINESS_L	M3_OVERALL_1	M3_OVERALL_2	M3_OVERALL_3	M3_OVERALL_4	M3_OVERALL_5	M3_OVERALL_L	M3_SPIKE_1	M3_SPIKE_2	M3_SPIKE_3	M3_SPIKE_4	M3_SPIKE_5	M3_SPIKE_L	M3_TILLER_1	M3_TILLER_2	M3_TILLER_3	M3_TILLER_4	M3_TILLER_5	M3_TILLER_L
geregera	72	2012	1	4	4	12	208168	4	4	5	4	4	4	4	4	3	3	3	3	4	4	3	3	3	3	3	3	4	3	4	4	4	4	4	4	3	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	NA	NA	5	5	NA	4	NA	NA	3	3	NA	4	NA	NA	3	4	NA	4	NA	NA	3	4	NA	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	5	5	5	5	5	5	4	3	3	4	4	4	3	3	4	3	4	4	5	5	3	3	5	4	4	4	4	4	5	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	2
geregera	241	2012	1	13	13	1	208173	5	5	4	3	3	4	5	5	4	4	4	4	3	5	4	4	4	4	3	3	3	3	4	4	3	4	3	3	4	4	4	4	4	2	4	4	4	3	4	5	4	4	3	3	3	4	4	3	3	NA	NA	2	3	NA	3	NA	NA	3	3	NA	3	NA	NA	3	3	NA	3	NA	NA	3	2	NA	2	2	3	2	2	3	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	3	5	5	4	5	5	5	5	5	5	4	4	4	5	5	4	4	5	4	4	4	3	3	4	4	3	3	3	4	3	3	5	4	4	3	4	4	5	3	4	3	4	4	3	3	2	3	3	2
geregera	345	2012	1	18	18	5	208175	4	3	3	3	4	4	2	2	2	3	3	2	3	3	2	3	3	3	3	2	3	3	3	2	4	4	3	3	2	4	2	2	2	2	2	2	3	2	3	3	3	3	3	3	3	2	3	2	3	NA	NA	3	3	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	3	NA	NA	3	3	NA	3	3	3	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	3	2	1	3	2	4	4	4	4	5	4	2	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	2	3	2	2	3	3	2	3	3	3	3	2	2	3	3	3	3	3	1	2	2	2	2	1
geregera	105	2012	1	6	6	5	208184	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	2	2	3	2	4	NA	NA	2	2	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	2	NA	NA	3	2	NA	2	2	3	2	2	2	3	3	2	2	2	3	3	3	3	2	2	3	2	2	3	2	2	2	5	5	4	4	4	4	5	4	3	4	4	4	4	4	4	3	4	4	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2
geregera	373	2012	1	19	19	13	208186	4	4	3	3	3	3	3	4	3	3	3	3	3	5	5	3	3	3	3	3	4	4	5	4	3	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	4	3	3	3	NA	NA	3	3	NA	4	NA	NA	2	3	NA	3	NA	NA	2	4	NA	4	NA	NA	3	4	NA	2	3	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	4	5	5	5	5	5	5	3	4	4	4	5	4	4	3	3	4	5	5	3	4	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
geregera	230	2012	1	12	12	10	208188	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	3	2	3	3	3	3	1	1	1	1	2	1	1	1	1	1	1	2	3	2	2	2	2	3	3	3	3	2	2	4	1	NA	NA	1	2	NA	2	NA	NA	1	2	NA	1	NA	NA	1	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	1	1	2	3	3	3	2	2	2	1	1	1	1	1	1	2	3	2	1	2	2	2	2	2	3	1	2	3	4	3	2	3	3	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
geregera	77	2012	1	4	4	17	208189	2	2	2	2	2	1	3	4	4	4	4	4	3	3	4	4	4	4	3	4	3	4	4	4	2	2	1	2	2	2	1	2	2	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	2	NA	NA	2	2	NA	2	NA	NA	3	3	NA	1	NA	NA	2	3	NA	2	NA	NA	3	3	NA	2	2	1	2	2	2	4	3	3	2	3	4	4	3	3	4	3	4	3	3	3	3	3	3	1	1	2	2	3	2	5	5	4	5	4	5	4	4	3	3	4	4	4	4	3	3	4	3	2	2	2	2	2	1	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	2	2	2
geregera	119	2012	1	6	6	19	208190	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	3	2	2	2	2	3	3	2	3	3	3	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	3	3	3	2	3	2	NA	NA	2	2	NA	3	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	1	3	2	3	3	2	3	2	3	3	2	2	4	2	2	2	3	3	2	3	3	3	2	3	2	2	2	2	3	3	2	3	3	3	3	2	2	2	3	3	2	2	3	2	2	2	2	2
geregera	353	2012	1	18	18	13	208192	4	4	5	3	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	4	5	3	3	3	3	3	3	2	3	2	2	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	4	NA	NA	4	3	NA	4	NA	NA	3	3	NA	3	NA	NA	3	3	NA	4	NA	NA	3	2	NA	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	1	3	3	3	3	3	2	5	4	5	5	5	4	4	2	3	3	3	3	4	2	3	3	3	2	4	5	3	3	5	5	4	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	2	3	3
geregera	34	2012	1	2	2	14	208194	4	4	2	4	3	2	3	3	4	3	2	3	3	3	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	NA	NA	3	3	NA	4	NA	NA	3	3	NA	4	NA	NA	4	4	NA	3	NA	NA	2	4	NA	2	2	3	2	2	2	3	3	3	4	4	3	3	4	4	3	3	3	3	3	3	3	2	3	4	3	3	4	4	4	4	5	5	5	4	4	5	5	5	5	5	4	4	4	3	3	5	4	3	3	3	3	3	3	4	4	4	4	4	5	4	4	4	3	4	4	2	2	2	2	2	2
geregera	214	2012	1	11	11	14	208196	2	2	2	3	2	3	4	3	3	4	2	3	3	3	3	2	3	3	4	3	3	3	3	3	4	4	4	4	3	4	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	NA	NA	4	4	NA	4	NA	NA	3	3	NA	3	NA	NA	2	3	NA	3	NA	NA	3	3	NA	3	3	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	3	3	2	5	5	4	5	5	4	2	2	3	3	3	2	2	2	3	2	2	3	2	3	3	3	3	4	4	4	4	3	3	4	3	3	3	3	3	3	2	3	3	3	3	3	2	2	2	2	2	2
geregera	264	2012	1	14	14	4	208200	2	3	3	2	2	3	3	2	2	3	3	3	3	2	3	3	3	3	2	2	2	3	3	2	3	3	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	3	3	3	3	2	3	2	2	NA	NA	2	1	NA	2	NA	NA	2	1	NA	2	NA	NA	2	1	NA	1	NA	NA	1	1	NA	1	1	2	1	1	2	2	2	1	1	2	3	2	2	2	2	3	2	2	2	1	1	2	3	2	2	3	3	3	3	4	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	2	3	2	4	2	2	3	2	3	3	2	1	1	2	2	1	1
geregera	239	2012	1	12	12	19	208209	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	2	2	2	2	2	2	2	2	1	NA	NA	1	1	NA	2	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	1	3	3	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	1	1
geregera	8	2012	1	1	1	8	208221	1	2	1	2	2	2	2	2	3	3	3	3	2	2	3	3	3	3	2	2	3	3	3	2	2	3	2	2	2	2	1	1	1	2	2	2	3	3	3	3	3	3	2	2	2	3	3	2	1	NA	NA	1	2	NA	3	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	1	2	2	1	3	3	2	2	2	2	3	2	2	3	2	2	2	2	2	1	1	1	2	2	2	2	3	3	3	3	3	4	3	3	2	2	3	3	5	3	3	2	3	2	2	2	1	2	3	3	3	3	3	3	3	2	2	3	3	3	3	1	2	1	2	2	1
geregera	328	2012	1	17	17	8	208222	1	1	1	1	1	1	3	3	4	3	3	3	3	3	4	3	3	3	4	4	3	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	3	3	3	3	2	2	3	1	NA	NA	1	1	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	2	NA	NA	3	2	NA	1	1	1	1	1	1	2	2	2	2	2	3	3	2	2	2	2	3	3	2	3	3	2	3	1	2	1	2	2	1	3	3	3	3	3	3	2	4	4	3	3	3	2	3	2	2	4	4	2	2	1	2	2	1	3	3	3	3	4	2	3	3	3	3	2	3	3	2	3	2	2	2
geregera	132	2012	1	7	7	12	208227	1	1	1	1	1	1	3	3	4	3	4	4	3	4	4	3	4	4	2	2	3	4	4	5	1	1	1	1	1	1	2	1	1	1	2	2	3	3	4	3	3	4	3	3	3	2	2	3	1	NA	NA	1	2	NA	4	NA	NA	3	3	NA	4	NA	NA	3	3	NA	3	NA	NA	3	3	NA	1	1	1	1	1	1	3	3	3	1	2	3	3	3	3	2	3	2	2	3	3	2	3	3	1	1	1	1	2	2	4	5	5	4	5	3	5	4	4	4	4	4	5	5	3	3	4	3	1	1	2	1	2	2	4	4	3	4	5	5	5	3	3	3	4	5	3	2	2	2	2	2
geregera	63	2012	1	4	4	3	208228	2	2	2	2	2	1	2	2	3	3	3	3	2	2	4	3	3	3	3	3	3	4	5	4	2	2	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	3	3	3	3	3	3	3	2	NA	NA	2	1	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	3	2	NA	1	2	1	1	1	1	3	2	1	2	1	3	3	2	2	2	2	3	3	3	2	3	3	3	1	1	3	3	2	2	4	4	3	4	4	3	4	3	3	3	3	3	3	4	3	3	3	4	2	2	2	2	2	2	3	3	3	3	2	3	2	2	3	3	2	3	2	2	3	2	3	2
geregera	85	2012	1	5	5	5	208229	4	4	4	4	3	4	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	4	3	3	3	3	4	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	NA	NA	3	3	NA	2	NA	NA	2	2	NA	2	NA	NA	3	2	NA	2	NA	NA	3	2	NA	4	2	3	3	3	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	4	4	4	4	5	5	2	3	3	3	3	2	3	3	3	3	3	3	2	3	2	3	3	1	3	3	2	3	4	3	2	3	3	3	2	2	2	3	2	3	3	2	1	2	2	2	2	1
geregera	247	2012	1	13	13	7	208230	3	4	4	4	3	3	3	5	4	3	3	3	3	5	4	3	3	3	4	3	3	5	4	4	4	4	3	3	3	4	3	3	3	2	3	3	4	4	4	3	4	3	3	3	3	4	4	3	3	NA	NA	2	3	NA	3	NA	NA	2	2	NA	2	NA	NA	2	3	NA	3	NA	NA	2	2	NA	2	2	3	2	2	3	3	3	3	3	5	4	2	3	3	3	4	3	4	3	3	4	4	4	5	2	4	4	3	4	3	2	3	4	4	4	4	3	4	3	3	3	5	5	4	4	5	5	3	3	3	4	3	4	4	4	4	3	3	4	3	4	4	3	4	3	3	3	3	3	3	3
geregera	206	2012	1	11	11	6	208233	2	1	2	1	1	1	1	2	3	3	3	3	2	3	4	3	2	3	4	4	3	3	3	4	1	1	1	1	2	2	1	1	1	1	1	1	3	3	3	2	2	3	3	3	3	3	3	3	1	NA	NA	1	1	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	3	3	2	3	2	3	3	3	1	1	1	1	1	1	5	4	4	4	3	3	5	4	4	4	4	4	3	5	3	3	3	3	1	1	1	1	2	1	3	2	3	3	3	2	2	2	3	3	2	3	3	2	2	2	2	2
geregera	31	2012	1	2	2	11	208239	5	5	5	4	5	5	3	2	3	2	3	2	2	2	3	3	3	2	3	3	4	4	5	4	4	4	4	4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3	3	4	5	NA	NA	4	5	NA	4	NA	NA	3	3	NA	3	NA	NA	3	4	NA	4	NA	NA	3	4	NA	3	3	2	3	3	4	2	3	2	2	3	3	2	3	3	2	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	2	3	3	2	3	5	2	4	3	3	3	5	5	5	4	5	5	4	5	3	4	5	5	2	3	4	3	3	2	3	3	4	3	3	3	4	3	3	3	3	2
geregera	226	2012	1	12	12	6	208242	2	3	2	2	3	2	3	2	3	3	3	3	3	2	4	3	3	3	3	2	3	2	3	3	2	2	2	2	2	2	1	1	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	3	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1	2	2	2	3	3	3	3	2	3	2	3	3	3	1	3	2	3	3	2	1	2	3	2	3	3	2	2	2	2	1	2	2	2	2	2	2	3	2	2	2	3	3	2	3	1	2	2	2	1	2
geregera	150	2012	1	8	8	10	208243	2	2	2	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	3	2	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	2	3	3	2	NA	NA	1	2	NA	3	NA	NA	2	2	NA	3	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	1	1	1	1	2	2	3	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	3	1	1	2	2	1	2	2	2	3	2	3	2	2	2	2	2	1	3	2	4	1	2	3	3	2	2	1	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	1	2	2	2	2	2
geregera	199	2012	1	10	10	19	208244	2	3	2	2	2	3	2	3	3	2	3	3	2	4	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	3	2	NA	3	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	3	3	2	3	3	3	3	3	2	1	2	3	3	3	2	4	4	4	4	4	4	4	3	3	4	3	4	4	3	3	3	4	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2
geregera	173	2012	1	9	9	13	208248	1	2	1	2	2	2	2	3	4	3	3	2	3	3	4	3	3	3	2	3	3	3	3	3	2	2	2	2	2	2	1	1	2	1	2	2	3	3	3	2	3	3	3	3	3	3	3	3	2	NA	NA	2	1	NA	3	NA	NA	3	3	NA	2	NA	NA	2	3	NA	3	NA	NA	3	2	NA	2	2	2	2	2	1	3	2	3	3	3	3	3	2	2	2	3	2	3	3	3	3	3	3	1	1	2	3	3	1	4	4	4	4	4	3	4	4	3	3	3	3	4	5	3	3	4	5	3	2	2	2	2	3	3	3	3	3	3	3	2	2	3	3	2	3	2	2	2	2	2	2
geregera	24	2012	1	2	2	4	208250	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	NA	NA	3	3	NA	2	NA	NA	2	3	NA	1	NA	NA	2	2	NA	2	NA	NA	3	2	NA	2	2	1	1	2	2	2	2	2	2	2	3	2	2	3	2	1	3	3	3	3	3	2	3	3	4	4	4	4	4	4	4	3	3	3	4	4	4	4	3	4	3	4	4	3	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2	2	3	2	2	2	2	2	2	2	2
geregera	106	2012	1	6	6	6	208252	4	3	2	2	2	3	2	3	4	3	3	3	3	3	4	3	3	3	2	2	3	3	3	3	3	3	2	2	2	3	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	NA	NA	2	3	NA	3	NA	NA	2	2	NA	2	NA	NA	2	2	NA	3	NA	NA	2	2	NA	1	1	2	2	2	2	3	2	1	3	2	2	2	3	2	1	2	2	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	4	3	3	3	2	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	2	2	2	2
geregera	188	2012	1	10	10	8	208253	5	3	4	3	3	3	4	4	5	4	4	4	4	5	4	4	4	4	3	4	4	4	4	3	4	4	3	3	3	3	4	3	3	3	3	3	4	4	3	4	3	4	3	3	4	4	3	3	3	NA	NA	4	4	NA	3	NA	NA	3	3	NA	3	NA	NA	3	4	NA	3	NA	NA	3	3	NA	2	2	3	2	2	2	3	3	4	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3	5	4	4	4	3	3	5	5	5	5	5	5	5	4	4	5	4	4	5	5	4	4	5	4	3	4	4	3	3	3	4	4	4	3	3	4	5	4	4	3	3	4	2	2	3	3	2	2
geregera	364	2012	1	19	19	4	208256	1	1	1	1	1	1	3	3	2	3	2	3	3	3	2	4	2	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2	2	2	2	2	2	3	1	NA	NA	1	1	NA	2	NA	NA	2	1	NA	1	NA	NA	1	1	NA	2	NA	NA	2	2	NA	1	1	2	1	1	1	2	2	1	2	1	1	2	2	2	2	1	2	3	2	3	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	3	1	2	2	2	3	2	3	3	3	3	2	1	1	1	1	1	1	2	2	2	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2
geregera	125	2012	1	7	7	5	208258	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	3	3	2	1	2	2	2	1	3	3	2	2	2	2	1	1	2	1	2	1	2	2	2	3	2	3	2	2	2	2	3	2	1	NA	NA	1	1	NA	2	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	2	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	2	3	1	1	2	1	1	2	1	2	2	1	2	2	1	1	2	2	2	2	2	2	3	1	2	1	2	2	2	2	1	1	1	1	1	1
geregera	91	2012	1	5	5	11	208262	1	1	1	1	2	2	3	3	4	3	3	4	3	3	4	3	3	4	3	3	3	3	4	5	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	3	4	2	NA	NA	2	2	NA	4	NA	NA	3	3	NA	3	NA	NA	3	3	NA	4	NA	NA	3	3	NA	1	2	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	1	1	2	2	2	2	4	2	3	3	3	3	2	3	3	4	3	3	2	4	3	4	4	4	3	2	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2
geregera	10	2012	1	1	1	10	208264	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	2	3	2	3	3	2	4	NA	NA	3	4	NA	4	NA	NA	2	3	NA	4	NA	NA	2	3	NA	3	NA	NA	2	3	NA	2	3	2	2	2	2	3	3	3	3	2	3	3	3	3	3	2	3	2	2	3	3	2	3	5	3	3	4	3	4	3	4	3	3	4	4	5	3	3	3	2	3	4	4	2	3	4	3	3	3	2	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	1	2	2	2	2	2
geregera	54	2012	1	3	3	14	208273	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	3	2	2	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	2	2	3	1	NA	NA	1	1	NA	4	NA	NA	2	2	NA	3	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	2	1	1	1	1	2	3	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	4	3	3	4	3	2	4	4	4	3	3	2	4	3	3	2	3	2	2	2	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2
geregera	123	2012	1	7	7	3	208277	2	3	3	2	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	4	3	4	4	4	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	4	2	NA	NA	2	2	NA	2	NA	NA	2	2	NA	1	NA	NA	2	3	NA	2	NA	NA	3	3	NA	1	2	2	2	1	1	3	2	2	2	1	3	2	2	2	2	1	3	3	3	2	3	2	4	2	3	3	3	3	3	5	4	3	3	4	4	4	3	3	3	3	3	5	4	3	3	4	4	3	3	2	2	2	3	2	3	3	3	3	3	2	3	3	3	2	3	2	3	2	2	2	2
geregera	1	2012	1	1	1	1	208278	3	3	4	3	3	4	3	4	4	3	3	3	3	3	4	4	3	3	5	5	4	4	4	5	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	4	3	4	3	NA	NA	3	3	NA	3	NA	NA	2	3	NA	3	NA	NA	2	2	NA	3	NA	NA	3	3	NA	1	3	2	2	1	3	2	3	3	2	2	3	1	3	2	2	2	3	3	3	3	3	3	2	5	3	4	5	5	4	5	4	3	3	4	4	5	4	3	2	4	4	5	5	4	4	5	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	2
geregera	391	2012	1	20	20	11	208279	2	2	3	2	2	2	3	3	3	4	3	4	3	3	4	3	4	4	3	3	3	3	4	4	3	2	2	2	2	3	2	2	2	2	3	3	3	3	3	4	4	3	4	3	3	4	3	4	3	NA	NA	2	2	NA	5	NA	NA	3	3	NA	5	NA	NA	4	3	NA	4	NA	NA	2	2	NA	2	2	1	2	2	1	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	3	1	1	2	3	2	2	4	3	5	3	3	4	4	4	4	4	5	4	5	4	3	3	4	5	2	3	2	1	2	2	4	4	4	3	4	4	4	3	3	3	4	4	2	2	2	3	3	2
geregera	46	2012	1	3	3	6	208280	2	4	3	2	2	3	4	4	4	3	3	3	4	4	4	4	3	4	3	4	3	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	4	4	3	4	3	3	3	4	4	3	3	4	3	NA	NA	3	2	NA	3	NA	NA	2	3	NA	2	NA	NA	2	3	NA	2	NA	NA	3	3	NA	2	3	2	2	2	2	3	3	2	3	2	3	4	3	3	3	3	3	3	3	2	3	3	3	4	4	3	4	4	4	5	3	3	4	4	4	4	3	4	3	4	4	4	4	4	4	4	3	3	3	2	3	2	3	3	4	3	3	3	4	3	3	3	3	3	4	2	2	2	2	2	2
geregera	196	2012	1	10	10	16	208281	2	2	2	2	2	2	3	3	3	3	3	3	3	4	4	3	3	4	3	4	3	3	3	3	3	3	2	2	2	3	2	3	3	3	2	4	4	3	3	4	3	4	3	3	3	2	2	3	3	NA	NA	2	3	NA	4	NA	NA	3	3	NA	4	NA	NA	3	4	NA	3	NA	NA	2	3	NA	2	2	2	2	2	1	3	3	3	3	3	3	3	4	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	2	5	5	3	4	4	4	5	4	4	4	5	4	4	3	3	3	4	2	2	2	3	3	2	3	4	3	3	3	4	4	4	3	3	3	4	4	2	2	2	2	2	1
