LOCALITY	PLOT	YEAR	REP	BLK	ROW	COL	ID	F1_EARLINESS_1	F1_EARLINESS_2	F1_EARLINESS_3	F1_EARLINESS_4	F1_EARLINESS_5	F1_EARLINESS_L	F1_OVERALL_1	F1_OVERALL_2	F1_OVERALL_3	F1_OVERALL_4	F1_OVERALL_5	F1_OVERALL_L	F1_SPIKE_1	F1_SPIKE_2	F1_SPIKE_3	F1_SPIKE_4	F1_SPIKE_5	F1_SPIKE_L	F1_TILLER_1	F1_TILLER_2	F1_TILLER_3	F1_TILLER_4	F1_TILLER_5	F1_TILLER_L	F2_EARLINESS_1	F2_EARLINESS_2	F2_EARLINESS_3	F2_EARLINESS_4	F2_EARLINESS_5	F2_EARLINESS_L	F2_OVERALL_1	F2_OVERALL_2	F2_OVERALL_3	F2_OVERALL_4	F2_OVERALL_5	F2_OVERALL_L	F2_SPIKE_1	F2_SPIKE_2	F2_SPIKE_3	F2_SPIKE_4	F2_SPIKE_5	F2_SPIKE_L	F2_TILLER_1	F2_TILLER_2	F2_TILLER_3	F2_TILLER_4	F2_TILLER_5	F2_TILLER_L	F3_EARLINESS_1	F3_EARLINESS_2	F3_EARLINESS_3	F3_EARLINESS_4	F3_EARLINESS_5	F3_EARLINESS_L	F3_OVERALL_1	F3_OVERALL_2	F3_OVERALL_3	F3_OVERALL_4	F3_OVERALL_5	F3_OVERALL_L	F3_SPIKE_1	F3_SPIKE_2	F3_SPIKE_3	F3_SPIKE_4	F3_SPIKE_5	F3_SPIKE_L	F3_TILLER_1	F3_TILLER_2	F3_TILLER_3	F3_TILLER_4	F3_TILLER_5	F3_TILLER_L	M1_EARLINESS_1	M1_EARLINESS_2	M1_EARLINESS_3	M1_EARLINESS_4	M1_EARLINESS_5	M1_EARLINESS_L	M1_OVERALL_1	M1_OVERALL_2	M1_OVERALL_3	M1_OVERALL_4	M1_OVERALL_5	M1_OVERALL_L	M1_SPIKE_1	M1_SPIKE_2	M1_SPIKE_3	M1_SPIKE_4	M1_SPIKE_5	M1_SPIKE_L	M1_TILLER_1	M1_TILLER_2	M1_TILLER_3	M1_TILLER_4	M1_TILLER_5	M1_TILLER_L	M2_EARLINESS_1	M2_EARLINESS_2	M2_EARLINESS_3	M2_EARLINESS_4	M2_EARLINESS_5	M2_EARLINESS_L	M2_OVERALL_1	M2_OVERALL_2	M2_OVERALL_3	M2_OVERALL_4	M2_OVERALL_5	M2_OVERALL_L	M2_SPIKE_1	M2_SPIKE_2	M2_SPIKE_3	M2_SPIKE_4	M2_SPIKE_5	M2_SPIKE_L	M2_TILLER_1	M2_TILLER_2	M2_TILLER_3	M2_TILLER_4	M2_TILLER_5	M2_TILLER_L	M3_EARLINESS_1	M3_EARLINESS_2	M3_EARLINESS_3	M3_EARLINESS_4	M3_EARLINESS_5	M3_EARLINESS_L	M3_OVERALL_1	M3_OVERALL_2	M3_OVERALL_3	M3_OVERALL_4	M3_OVERALL_5	M3_OVERALL_L	M3_SPIKE_1	M3_SPIKE_2	M3_SPIKE_3	M3_SPIKE_4	M3_SPIKE_5	M3_SPIKE_L	M3_TILLER_1	M3_TILLER_2	M3_TILLER_3	M3_TILLER_4	M3_TILLER_5	M3_TILLER_L
hagreselam	625	2012	2	12	12	5	227061	5	5	5	4	5	4	3	4	3	3	4	3	4	5	3	3	3	4	3	4	3	4	4	3	5	4	2	4	4	2	4	3	4	2	3	2	3	4	3	3	4	3	3	3	3	2	3	2	3	4	4	4	4	4	3	3	3	2	3	3	3	3	3	4	3	3	2	2	3	2	4	2	5	5	5	5	5	5	3	3	2	3	3	3	2	3	3	2	3	3	3	2	3	3	2	3	4	3	5	4	4	4	3	3	3	3	4	3	3	3	4	3	4	3	3	3	4	2	3	3	5	4	4	5	4	4	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	2	2	2
hagreselam	526	2012	2	7	7	6	227063	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	3	4	5	4	4	3	2	3	2	2	3	4	4	5	4	4	4	3	4	4	3	4	4	4	4	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	NA	4	4	3	4	5	NA	4	3	4	4	5	NA	3	3	3	2	4	NA	2	3	2	2	1	2	3	3	2	2	2	3	3	3	4	3	2	3	4	3	3	3	2	3	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	407	2012	2	1	1	7	227542	4	4	4	4	4	3	4	4	4	4	4	4	4	5	5	5	5	4	4	4	4	4	4	5	3	2	2	2	3	3	4	4	4	3	3	4	4	4	4	3	2	3	4	3	3	3	4	3	2	3	3	3	3	3	2	3	4	3	4	4	3	3	3	4	3	4	3	3	3	3	3	3	4	3	4	4	4	NA	5	5	4	5	5	NA	4	4	4	5	4	NA	3	3	3	3	3	NA	3	4	2	2	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	3	3	2	3	2	2	2	2	2	1	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3
hagreselam	459	2012	2	3	3	19	228135	4	5	4	5	5	5	4	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	2	4	2	3	4	4	4	4	5	4	3	3	2	5	5	2	2	3	3	5	4	3	4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	4	4	3	5	5	5	5	5	NA	3	3	2	3	2	NA	2	2	3	2	2	NA	2	3	3	3	2	NA	4	5	4	4	3	4	3	3	2	2	4	3	3	3	3	3	4	3	4	3	3	3	5	4	4	4	4	4	4	4	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	487	2012	2	5	5	7	228600	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	5	5	2	4	3	4	4	4	4	3	4	3	3	3	2	4	3	3	3	3	3	3	2	3	4	2	4	3	2	3	3	4	4	3	3	3	3	3	4	5	4	5	4	4	3	3	3	3	4	3	4	5	4	4	5	NA	5	5	4	5	5	NA	5	5	5	5	5	NA	4	4	3	3	3	NA	3	4	3	4	5	4	4	5	4	5	4	4	4	3	5	4	4	4	4	3	3	4	3	3	3	3	4	3	3	4	2	2	1	2	3	3	2	2	3	3	3	3	2	3	2	2	2	2
hagreselam	671	2012	2	14	14	11	228753	3	3	3	3	3	3	5	5	4	5	4	4	4	5	4	5	5	3	4	4	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	3	3	4	3	3	4	3	4	5	5	4	5	5	4	4	4	4	4	4	4	4	5	4	5	4	3	4	4	4	3	3	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4	5	5	4	4	4	4	4	4	5	5	4	5	4	4	5	5	4	4	4	4	4	3	5	4	4	4	4	4	4	5	3	4	5	4	4	4	4	5	2	2	4	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3
hagreselam	702	2012	2	16	16	2	228762	4	4	4	4	4	3	5	5	5	5	5	4	5	4	3	5	5	3	3	3	4	4	4	5	2	2	2	3	4	3	2	3	3	3	3	3	2	4	4	3	3	4	3	3	3	2	3	2	3	2	3	2	2	2	3	3	4	3	3	3	1	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	3	3	3	5	3	3	4	4	3	4	3	3	3	4	2	2	2	2	2	2	2	3	3	2	2	2	3	3	2	3	2	3	3	3	3	3	2	3	3	3	2	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	461	2012	2	4	4	1	228768	4	2	4	5	3	2	5	4	4	5	4	3	5	4	4	5	3	3	4	3	3	2	4	3	1	1	1	1	1	1	3	3	3	2	2	3	4	4	5	4	4	4	3	1	2	2	1	3	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	4	3	3	2	2	3	4	3	2	2	3	2	2	1	NA	3	3	4	3	3	NA	3	4	4	2	3	NA	2	3	1	3	2	NA	1	1	1	1	1	1	3	3	3	3	4	3	4	3	3	4	3	3	3	2	3	3	3	3	2	2	2	2	2	1	2	1	1	2	2	2	3	3	3	3	3	4	3	3	3	3	3	3
hagreselam	542	2012	2	8	8	2	228771	5	5	4	5	4	4	5	4	4	5	4	4	5	5	4	5	5	5	4	4	3	4	3	5	2	2	2	3	3	3	5	5	3	5	5	5	5	5	4	5	5	5	4	4	3	3	4	4	3	3	3	3	3	2	5	4	4	4	4	5	5	5	5	4	5	5	3	3	3	4	3	3	3	3	3	3	3	NA	4	5	5	4	5	NA	5	5	5	4	4	NA	4	4	4	3	3	NA	3	2	2	2	2	2	4	4	5	4	3	4	4	2	4	4	4	4	3	3	4	4	3	3	3	3	3	4	3	3	2	3	2	2	2	3	4	3	3	3	3	4	3	3	3	3	3	2
hagreselam	777	2012	2	19	19	17	228862	5	4	4	5	4	5	4	5	4	5	5	4	5	5	4	5	4	4	5	5	4	5	5	4	5	5	5	4	4	4	4	4	5	3	4	4	4	3	4	4	4	4	3	4	3	3	5	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	4	4	3	5	5	5	5	5	5	4	3	4	4	4	4	3	4	4	3	4	4	4	4	3	3	3	3	3	3	4	3	3	3	3	3	4	3	4	4	4	3	4	3	3	4	3	3	3	4	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	501	2012	2	6	6	1	229251	4	3	3	3	3	3	4	4	4	5	4	4	3	5	4	5	4	4	4	3	3	4	3	3	1	1	1	1	1	1	5	4	4	3	3	4	5	4	3	4	5	4	4	2	2	4	4	4	2	1	2	3	2	2	4	3	3	3	3	4	3	3	4	4	5	3	3	3	3	4	3	3	1	2	1	2	2	NA	5	4	2	4	3	NA	4	5	2	3	4	NA	4	3	3	3	3	NA	1	1	1	1	2	1	3	3	2	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	2	2	2	3	1	2	1	1	2	1	2	2	3	3	3	3	3	4	3	3	3	3	3	3
hagreselam	452	2012	2	3	3	12	231524	5	5	5	5	5	5	4	4	4	4	4	3	4	2	3	3	3	3	4	3	4	3	4	2	4	4	3	5	5	5	3	4	5	4	3	3	3	3	4	3	4	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	2	2	3	5	5	5	5	5	NA	2	2	2	2	2	NA	1	1	1	1	2	NA	2	2	2	3	2	NA	5	5	5	5	4	5	3	2	3	2	2	3	3	2	2	3	3	2	2	2	2	3	3	3	5	5	4	5	5	5	1	1	1	1	1	2	3	3	3	3	3	2	3	3	3	3	3	3
hagreselam	516	2012	2	6	6	16	231565	4	4	4	4	4	4	4	4	3	3	4	3	5	4	4	3	4	3	4	3	4	3	4	3	2	2	3	3	2	3	3	3	4	3	3	4	4	4	5	4	4	4	3	3	4	3	3	3	3	3	4	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	4	4	3	5	4	4	5	4	NA	2	2	2	2	2	NA	1	2	2	1	3	NA	2	3	2	3	2	NA	3	3	3	2	3	3	3	3	2	2	1	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	1	1	1	1	1	1	3	3	2	3	3	3	3	3	3	3	3	2
hagreselam	657	2012	2	13	13	17	231572	3	4	3	4	4	4	4	3	4	3	3	4	4	4	4	3	3	4	4	3	4	5	4	4	4	4	3	4	3	4	2	3	2	2	2	2	3	2	2	2	3	3	3	3	3	2	2	2	3	3	4	3	3	4	3	3	2	3	2	2	2	3	2	2	3	2	2	4	3	4	2	2	4	5	5	4	5	4	3	3	2	2	3	3	3	2	2	2	3	3	2	4	3	2	2	3	3	2	3	4	3	3	2	3	2	3	3	2	2	2	3	2	4	2	2	2	2	3	3	2	4	3	3	4	4	3	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	2
hagreselam	502	2012	2	6	6	2	231573	3	3	3	3	3	3	4	4	4	4	4	4	4	5	4	5	5	4	4	3	3	4	3	4	1	1	1	2	1	2	5	4	4	3	3	4	5	4	4	3	3	5	4	4	3	2	2	3	2	2	2	2	2	2	3	4	4	3	4	4	3	3	4	4	4	3	3	3	3	3	3	3	2	3	2	2	2	NA	4	4	3	3	2	NA	3	4	4	2	3	NA	3	2	3	3	3	NA	1	1	1	1	1	1	3	3	2	3	3	3	4	3	4	3	2	3	3	2	3	3	3	3	2	2	2	2	2	2	2	1	2	1	1	3	3	3	3	3	3	3	3	NA	3	3	2	3
hagreselam	627	2012	2	12	12	7	231580	4	5	5	4	4	4	4	4	4	5	4	4	5	4	5	5	5	3	4	4	4	3	4	4	4	3	5	4	4	4	4	4	5	4	4	4	2	5	5	5	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	4	3	4	4	4	3	3	4	4	5	3	3	5	5	5	5	5	4	4	3	3	4	2	3	4	3	4	3	2	3	3	3	4	4	2	3	4	4	4	4	3	4	3	3	4	3	4	4	4	3	4	4	3	4	3	3	3	3	4	3	4	4	4	4	4	4	2	1	2	2	2	2	3	2	4	3	3	3	3	3	3	3	3	4
hagreselam	471	2012	2	4	4	11	231586	5	5	5	5	5	5	4	4	5	3	4	4	5	5	5	3	4	4	4	4	4	3	3	4	3	3	3	5	5	5	4	5	5	4	3	4	3	4	4	3	3	3	3	4	4	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	NA	2	2	2	3	2	NA	2	2	2	2	2	NA	3	3	3	3	3	NA	5	4	4	5	3	4	3	3	4	3	3	4	4	3	3	4	4	4	3	3	4	3	3	3	4	4	5	4	4	5	1	1	1	1	1	3	3	3	3	3	3	3	3	3	4	3	3	3
hagreselam	446	2012	2	3	3	6	231597	5	4	4	4	4	5	4	4	4	5	4	4	4	4	4	5	4	4	4	4	4	5	4	4	2	2	1	2	2	3	4	5	5	3	3	3	4	3	4	2	3	4	3	4	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	4	4	4	NA	2	3	2	2	2	NA	2	1	2	2	2	NA	3	3	3	3	2	NA	2	3	2	2	3	3	3	3	3	2	3	3	3	3	4	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	3	3	3	3	3	3	3	2	2	3	3	3
hagreselam	660	2012	2	13	13	20	234498	5	5	4	5	4	4	4	4	4	4	4	3	4	4	4	3	5	3	4	4	4	3	5	4	5	5	4	5	5	5	2	3	3	2	3	3	2	4	2	2	3	4	3	3	3	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	3	4	3	4	3	2	3	3	3	4	4	3	5	5	5	5	5	5	3	2	2	3	2	2	2	1	2	2	2	2	3	3	3	3	2	3	4	4	4	5	3	4	3	3	2	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	5	5	4	5	4	5	1	1	1	1	1	1	3	3	3	3	3	2	3	3	3	3	3	4
hagreselam	449	2012	2	3	3	9	234513	4	5	4	5	5	5	4	4	4	5	4	3	5	5	5	5	5	3	5	4	4	4	5	3	2	3	2	3	3	4	5	5	5	4	4	4	3	3	3	3	4	4	3	3	3	3	4	3	3	3	4	3	4	3	3	3	3	3	2	3	3	3	3	3	4	2	2	3	3	3	3	4	5	5	5	5	5	NA	3	3	2	3	2	NA	3	2	3	3	3	NA	3	3	4	3	3	NA	5	4	4	4	3	4	3	2	3	2	3	3	3	3	3	4	3	3	3	3	3	3	2	3	4	4	4	4	4	4	1	1	1	2	1	3	3	3	3	3	3	3	3	3	2	3	3	3
hagreselam	527	2012	2	7	7	7	234514	5	5	5	5	5	5	5	4	4	4	4	4	5	3	5	5	5	4	4	4	4	3	4	3	4	4	3	5	5	4	4	4	4	3	4	4	4	3	3	3	3	4	4	4	4	4	4	4	5	4	4	4	4	5	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	4	4	5	5	5	5	5	NA	3	3	3	3	3	NA	4	3	3	2	4	NA	2	4	3	3	2	NA	5	4	4	5	4	4	3	3	3	3	3	3	4	3	3	4	3	4	3	3	3	3	3	3	4	4	4	3	4	4	2	2	1	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	750	2012	2	18	18	10	236269	5	5	5	5	5	5	4	5	4	5	5	3	5	5	5	5	4	4	4	4	4	4	5	3	5	5	5	5	5	5	5	4	5	3	3	4	4	5	5	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	3	3	4	4	3	3	2	2	4	3	3	3	3	4	4	4	4	3	3	3	4	5	3	4	3	3	2	3	3	3	3	3	3	4	4	3	3	3	3	4	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	463	2012	2	4	4	3	236271	4	2	3	3	3	2	4	4	4	5	5	3	4	4	4	5	3	3	3	3	3	3	3	3	1	1	1	1	1	1	5	5	4	3	2	3	2	4	2	3	3	3	3	3	3	3	2	3	2	2	2	2	2	2	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	4	4	3	2	2	2	1	1	NA	3	4	4	3	2	NA	3	4	4	3	3	NA	4	4	3	3	3	NA	1	1	1	1	1	1	3	3	3	4	3	3	4	4	2	3	3	4	4	4	3	3	3	3	2	1	1	2	2	2	1	1	1	2	1	2	3	2	3	2	3	3	3	2	3	3	3	3
hagreselam	417	2012	2	1	1	17	236276	4	5	5	5	5	5	4	4	4	5	4	4	5	5	4	5	5	4	5	4	4	5	5	4	3	4	2	3	3	4	3	3	5	3	3	3	3	4	3	3	3	3	4	5	3	5	5	4	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	3	4	3	3	3	3	4	4	4	5	5	4	5	NA	2	3	3	3	3	NA	2	2	3	2	3	NA	3	3	3	3	2	NA	5	4	4	4	3	4	3	3	3	2	4	3	3	3	3	3	3	3	4	3	4	3	4	4	5	3	3	4	5	4	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	474	2012	2	4	4	14	236278	5	5	5	5	4	5	4	4	4	3	4	4	5	3	4	4	4	4	4	4	4	5	4	3	3	4	3	5	4	4	4	5	5	3	3	3	3	4	4	2	3	3	4	4	3	3	4	4	3	4	4	4	4	4	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	3	3	3	5	5	5	5	5	NA	1	2	2	2	1	NA	1	1	2	1	1	NA	2	3	3	3	2	NA	3	3	3	3	3	3	3	2	3	2	3	3	3	3	2	3	2	3	2	2	2	4	2	3	5	5	4	5	5	5	1	1	1	1	1	1	3	3	3	2	2	2	3	3	3	3	3	3
hagreselam	789	2012	2	20	20	9	236282	5	5	4	5	4	4	5	4	5	5	4	3	5	3	4	5	3	3	4	4	4	5	4	3	5	4	3	4	5	4	4	3	5	4	3	4	3	4	5	4	4	4	3	3	4	3	3	3	4	4	4	4	3	4	2	2	3	3	3	3	2	3	3	3	3	3	2	2	2	3	2	4	5	5	5	5	5	5	3	3	2	3	3	1	3	2	2	3	2	1	2	2	3	2	3	2	4	3	5	4	3	4	3	3	2	2	1	2	3	3	4	4	4	2	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	623	2012	2	12	12	3	236286	4	4	4	5	4	5	4	4	4	3	5	4	5	5	5	5	5	5	5	5	5	5	4	4	5	5	4	4	3	4	4	4	3	4	3	3	3	3	4	3	3	4	3	4	5	4	3	5	3	3	3	3	3	4	3	3	4	3	3	3	3	3	4	3	4	3	3	4	5	4	4	3	5	3	5	5	5	4	3	3	3	3	2	3	3	1	4	2	2	3	4	3	3	3	3	4	3	3	3	4	4	4	3	3	3	2	3	3	3	3	4	3	4	4	4	3	5	3	3	4	4	4	4	4	3	3	1	1	2	1	1	2	3	3	3	2	3	3	4	3	3	4	3	3
hagreselam	523	2012	2	7	7	3	236288	4	3	3	4	5	4	4	4	4	4	5	4	4	5	4	4	4	4	5	4	4	4	5	4	2	2	2	3	2	3	4	4	3	3	3	3	3	3	3	3	3	3	4	2	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	4	4	2	3	2	2	2	4	2	2	4	4	4	2	4	NA	3	3	2	2	3	NA	2	3	3	3	3	NA	3	3	3	3	2	NA	2	2	3	2	2	2	3	3	3	2	3	3	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	588	2012	2	10	10	8	236291	4	4	4	3	3	3	4	4	4	4	4	4	4	5	4	4	5	4	4	5	5	3	5	3	3	1	3	3	2	2	3	3	3	3	3	3	2	4	3	3	2	3	2	3	2	2	2	2	2	3	3	4	3	3	4	3	4	3	3	3	3	3	3	5	4	4	2	2	2	3	3	3	2	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	3	2	3	3	4	3	3	2	2	2	3	2	4	4	4	4	5	4	4	4	3	4	3	4	3	3	4	3	3	4	2	2	3	3	2	3	2	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2
hagreselam	656	2012	2	13	13	16	236295	5	5	4	4	4	5	4	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	3	3	4	5	5	4	3	4	4	4	5	4	5	2	3	3	4	4	4	4	4	4	3	4	4	4	4	5	5	5	4	4	5	4	5	5	5	5	4	4	4	4	5	4	5	4	4	5	4	3	3	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	4	4	4	4	4	3	3	3	4	4	4	4	5	4	4	5	4	5	4	4	4	5	5	4	4	5	4	3	3	4	4	3	3	4	1	2	2	3	3	3	4	4	3	3	4	3	3	3	3	3	3
hagreselam	788	2012	2	20	20	8	236296	5	5	5	5	5	4	5	4	5	5	5	4	5	4	5	5	5	4	5	5	5	5	5	4	5	5	5	4	5	4	3	4	5	2	4	4	4	5	4	3	4	4	3	4	3	3	3	4	3	3	3	4	3	4	5	4	4	4	4	4	4	3	5	4	4	4	4	4	4	5	4	4	4	4	4	3	4	4	4	3	3	4	3	4	4	4	3	4	4	4	3	4	3	3	3	4	3	3	2	3	3	3	4	3	3	3	4	3	4	3	5	4	3	3	4	3	4	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	479	2012	2	4	4	19	236297	4	5	5	5	5	5	4	4	4	5	5	4	4	4	5	4	5	4	4	4	4	4	4	4	3	4	4	3	3	4	5	5	5	3	4	4	3	4	4	4	4	4	3	3	3	3	3	3	4	4	3	4	4	3	4	3	4	4	4	4	4	3	4	4	4	5	3	3	4	3	3	3	5	5	5	5	5	NA	3	3	3	3	3	NA	3	4	4	2	3	NA	4	4	3	3	3	NA	4	4	4	4	4	4	3	3	3	3	4	3	3	3	4	3	3	3	4	3	3	3	3	3	4	4	4	4	3	4	1	1	2	2	2	3	3	3	3	3	3	4	3	3	3	3	3	3
hagreselam	430	2012	2	2	2	10	236300	4	5	4	5	3	3	5	4	4	5	4	3	4	5	4	4	4	4	5	5	5	4	3	3	1	2	1	1	1	3	4	5	5	2	2	3	3	5	3	3	3	3	2	4	3	2	2	3	2	3	2	3	3	3	3	3	3	3	4	4	3	3	4	4	4	3	3	3	3	3	3	3	3	4	3	3	3	NA	4	4	4	5	5	NA	4	4	4	4	5	NA	3	3	3	3	3	NA	3	2	2	2	2	3	3	4	3	4	3	3	4	3	3	3	4	4	3	2	3	3	3	3	2	2	3	3	2	2	2	2	2	2	3	1	3	3	3	3	3	3	3	3	3	3	2	3
hagreselam	611	2012	2	11	11	11	236301	5	5	4	5	4	5	4	4	4	4	4	4	5	5	4	5	5	4	4	4	4	4	4	3	5	5	4	5	4	5	3	3	3	3	3	3	2	4	4	3	4	4	3	3	3	3	3	3	4	4	4	4	4	4	3	3	2	3	3	3	3	3	4	4	3	3	3	3	3	4	3	3	5	5	5	5	5	5	3	3	3	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	5	4	4	4	4	4	2	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	4	4	3	4	4	4	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	499	2012	2	5	5	19	236308	5	5	5	5	5	5	5	4	4	5	4	4	5	5	4	5	5	4	4	5	5	4	5	4	4	3	3	4	4	4	4	4	4	3	3	4	3	4	4	4	4	4	4	3	3	4	3	3	4	4	4	3	4	4	3	3	3	3	3	3	4	3	3	3	4	4	3	3	3	4	3	3	5	5	5	5	5	NA	3	3	2	3	3	NA	2	2	2	2	3	NA	3	3	3	3	2	NA	4	4	4	5	5	4	3	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	3	3	4	4	4	5	4	4	1	1	2	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	684	2012	2	15	15	4	236313	5	4	5	4	4	4	5	4	5	4	4	4	5	5	4	5	5	4	4	5	4	5	5	5	3	4	4	4	4	4	2	4	5	2	3	3	2	3	4	3	3	3	2	4	3	3	3	3	2	3	2	3	3	NA	2	2	3	2	4	NA	2	2	2	3	3	NA	3	2	3	2	4	NA	4	4	4	4	3	3	4	4	4	5	5	4	3	5	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	2	4	4	3	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	731	2012	2	17	17	11	236982	5	5	4	5	4	5	5	4	4	5	4	5	4	5	5	5	5	5	4	4	4	4	5	5	5	5	5	5	5	5	5	3	4	4	4	4	3	4	3	5	3	4	3	3	4	3	5	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4	4	4	5	5	5	5	5	5	4	4	3	3	3	4	4	5	3	3	3	4	3	4	4	3	3	3	4	3	4	3	3	3	3	4	3	3	2	3	3	3	4	4	4	4	3	3	3	3	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hagreselam	662	2012	2	14	14	2	236984	3	4	3	3	4	3	4	4	4	3	3	3	4	5	4	3	3	3	3	4	3	3	3	2	1	1	1	1	1	2	2	3	4	2	2	3	1	4	3	3	2	3	2	3	2	2	2	3	2	2	3	2	1	2	3	3	3	3	3	3	3	2	2	4	2	3	2	3	3	3	3	2	1	2	2	2	2	1	3	3	2	3	2	3	2	4	3	3	3	3	2	3	3	2	2	2	1	1	1	1	1	1	2	3	2	2	2	2	3	3	2	3	2	2	2	2	2	3	2	2	1	1	2	2	1	1	1	1	1	1	1	2	3	2	2	3	2	3	2	2	1	2	3	3
hagreselam	433	2012	2	2	2	13	236986	3	4	4	4	4	5	5	5	4	5	4	4	4	5	4	5	4	5	4	5	4	4	5	4	2	3	1	2	2	3	3	2	5	1	1	3	3	4	3	3	3	3	4	4	2	2	3	3	3	3	3	3	3	4	3	3	3	2	3	4	3	3	3	3	3	4	4	4	3	4	4	3	3	3	3	3	3	NA	3	2	2	3	3	NA	3	3	3	3	4	NA	3	2	2	3	3	NA	2	3	3	3	3	3	2	3	2	2	3	3	3	3	2	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	1	1	1	1	1	2	3	3	3	3	2	3	3	3	3	3	2	3
